"Model","Reviews"
"iPhone 11 Pro "," Mi celular no funciona se supone que l celular sea aprueba de agua de agua mi hijo fue al rio y no duró mucho en el agua y celular no gunciona"
"iPhone 11 Pro ","Iphone cord is defective. I need a new one. I would hate to return the entire unit for just iphone cord."
"iPhone 11 Pro ","Thanks 👍"
"iPhone 11 Pro ","The phone looks new no scratches or blemishes just wish it was a better battery life. Phone came at 81% battery life. My daughter likes it so I’m happy"
"iPhone 11 Pro ","Got the apple iPhone 11 Pro no issues, phone looks brand new, unlocked just as stated, camera works excellent. So far I would say this was a excellent buy. Will update if there are any issues"
"iPhone 11 Pro ","A veryy small scratch but no big deal as long as the phone works thats all that matters... also very happy with the seller because he added screen protector temp glass 😍😍😍😍. Thank you"
"iPhone 11 Pro ","My wife desperately needed and upgrade to her phone as it was an iPhone 8 with anger issues. So I looked at these and it has been wonderful. The phone operates efficiently and smoothly. Really have no complaints."
"iPhone 11 Pro ","This iPhone came in perfect conditions with its travel charger and cable. It really look like new never opened. Recommended 100%."
"iPhone 11 Pro ","Got my new phone in today and was super disappointed to find that my phone was at 87% battery capacity when amazon renewed ""guaranteed"" a MINIMUM of 90% other that that everything was okay"
"iPhone 11 Pro ","Had flaws that wasn’t mentioned"
"iPhone 11 Pro ","I was skeptical about the product's relatively low cost, but the phone is fantastic! I received the color and carrier I wanted, and I'm very satisfied! However, the phone was at 10% battery when you turn it on, and the included charger looked old and a little dirty. Overall, there were only a few minor inconveniences, but it's still a great product nonetheless."
"iPhone 11 Pro ","Mint condition like it said and no problems with phone, Been using for 2-3weeks now with no complaints and easy connection to my service . Great Buy! Would definetly buy agiain!"
"iPhone 11 Pro ","Purchased as gift for my daughter. She really likes it."
"iPhone 11 Pro ","autonomía de la batería muy buena"
"iPhone 11 Pro ","Great phone. Bad battery life. This is my 6th IPhone. Unfortunately they only last 2-3 years before needing to be replaced. Their batteries are TERRIBLE always in need of recharge"
"iPhone 11 Pro ","La bandeja sim llego doblada y costo para que saliera del iphone. Tuvimos que comprar otra bandeja simcard"
"iPhone 11 Pro ","Still learning."
"iPhone 11 Pro ","Recibí hace 15 días iPhone 11 sin detalles, funcional, todo en bien estado y no tuve ningún problema para configurarlo, lo recomiendo es iPhone pro pantalla 5.7 inch."
"iPhone 11 Pro ","The phone is good for the price. The battery last not much and the speaker when you take a call… the sounds come up distorted. (So i an using it with the EarPods)"
"iPhone 11 Pro ","Have had for a few weeks now. Battery lasts two days almost. I did give 4 stars because I am overall satisfied but sometime my screen does freeze up. I have to lock phone then unlock and completely close app and reopen for it to work. Has became a little bit of a pain since I use my phone a lot for work. But everything else is good."
"iPhone 11 Pro ","Cumplió las expectativas"
"iPhone 11 Pro ","I like Apple products, but they’re expensive. So, I’ve gotten into the habit of buying refurbished and a couple years old. No problems at all with mine."
"iPhone 11 Pro ","At first I was a little skeptical because of the comments I read, but overall one of my best purchases so far. There wasn’t a scratch on the lens, screen or anywhere on the phone which was my biggest fear. Also, the battery life was at 97% which I thought was great since most refurbished phones come at low 90’s %. I’ve been using this phone for a little over a week and so far so good. Great response time and no lag. I’ll be back to give an update in a couple."
"iPhone 11 Pro ","my fridge is quite old and the ice maker is acting up. I know ill need to replace the fridge bot for now this portable ice maker is working quite well"
"iPhone 11 Pro ","Setup was simple although it took a while to complete, phone was charged when I received it, setup easy cloning my old iPhone. It looked and worked like a new not a refurbished phone.
Delivery was fast and package was in good shape when it arrived.
It came with a generic cord and ac charger plug, I have not used either as I have several others."
"iPhone 11 Pro ","I love this seller. I have purchased 4 phones from this seller in the last two years for me and my children. The phones come brand new to be renewed. The battery is like new with 100% battery life and the phones are packaged like brand new. hey quality is as if you walked into the apple store and bought them. Worth every penny. They also operate as if they are brand new and work like butter. I love this seller. will remain a lifetime customer."
"iPhone 11 Pro ","It’s an awesome phone. I can’t say enough goo things about this phone. It does everything it claims. All functions are easy. It’s just a great phone. I highly recommend this phone."
"iPhone 11 Pro ","Great phone. Arrived in one piece with no scratches. Was easy to set up with my straight talk plan. Been using it for a few months now and pretty happy. The only issue I had was with FedEx and that’s no reflection on the seller since FedEx in my area is a total mess this summer. I love my phone with its huge storage. I have the 250-ish storage and my old phone was 32gb so I can take as many photos as I want. Very happy :)"
"iPhone 11 Pro ","I have to say that it this iPhone looks great! The only reason I wouldn’t give it a 5 star is because the SIM card slot is not perfectly flush when closed. This makes me concerned about the waterproofing of the phone. I would not trust it’s waterproofing, that’s why I don’t give it full honors."
"iPhone 11 Pro ","Muy buen producto exactamente lo que se alista"
"iPhone 11 Pro ","Absolutely zero issues with this phone. Came with a screen protector and charger."
"iPhone 11 Pro ","Battery life sucks. Get what ya pay for. Phone in good condition tho"
"iPhone 11 Pro ","all good, but the charger makes a wierd noise and I have to use other cable"
"iPhone 11 Pro ","I love this phone got it about 2 days ago and I’m in love with it.. battery capacity is at 100%. And picture omg they are the bomb"
"iPhone 11 Pro ","battery health came 88% but the charge holds good for right now! The phone came with a glass screen protector when I took it off it had a few scratches and smudges that feel permanent. Other than that everything else is good"
"iPhone 11 Pro ","I recently ordered the iphone 11 pro. When I recieved the phone I was very excited and happy because upon further review everything worked good. I went in to my carrier to pick up a SIM card and found out I was unable to. The lady did everything she could but said the pre-existing account had never been canceled. She had to factory reset my phone and it still did not work. Very disappointed and let down. Read the risks before ordering."
"iPhone 11 Pro ","The product unfortunately did not come in the original box, but if you read the product description before buying you would know that they did mention some orders would come without that option. They did provide a charger though. For a “renewed” Product this phone was delivered in great condition. There were no scratches nor cracks on my iPhone 11 Pro everything worked perfect from the camera options to just basic browsing. Battery came in at 100% health. Set up was simple. Face-ID works, definitely not a fake phone because the App Store is from APPLE where as fake phones take you to an android App Store and there are other ways you can tell a fake from an original apart."
"iPhone 11 Pro ","I was pleasantly surprised at how nice this renewed phone is. Some reviews scared me a bit but what I received is very nice"
"iPhone 11 Pro ","La bateria muy baja"
"iPhone 11 Pro ","Optimal condition, the battery is not 100% but its a refubrished phone is what it is, i would recomend 100%"
"iPhone 11 Pro ","En perfecto estado, funciona a la perfección, solo que los datos de repente no los agarra bien no sé si sea por la señal porque llamadas se reciben u salen perfectamente"
"iPhone 11 Pro ","The phone came in and it looked brand new, it just had a tiny scratch at the very bottom. It’s not really noticeable unless you’re like looking for it. Other than that was very pleased with the quality of the phone. Highly recommend!!!"
"iPhone 11 Pro ","Like it all"
"iPhone 11 Pro ","Didn’t use face recognition sign in featue. But works great was easy to set up with my Tracfone SIM card."
"iPhone 11 Pro ","siempre he comprado telefonos Sansung en Amazon Renewed y siempre viene 10/10 esta vez con Iphone 11 pro la calidad del mismo no me parece mucho, aunque no se ve mal si siento un producto de menor calidad en base a calidad / precio."
"iPhone 11 Pro ","Huge upgrade from my iPhone 7 Plus. Love it."
"iPhone 11 Pro ","Me agrado"
"iPhone 11 Pro ","Absolutely satisfied with buying this phone. It looks brand new and what makes it even better is it came with a glass screen protector already on it. It also came way earlier expected! Highly recommend"
"iPhone 11 Pro ","I was so excited to finally get a new phone, I was looking forward to Midnight Green as it's one of my favorite colors. I GOT SPACE GREY. Yes. Wrong Color. Very disappointed. I didn't want to hassle with an exchange or return so I decided to just deal with it. It also said AT&T on the box even though I ordered for T-Mobile.

The phone itself is in great shape, no scratches or marks on it. It looks brand new even though it is renewed. The Tech guy at the T-Mobile store was able to activate it and transfer all my stuff to it without any issues even though it said it is a AT&T phone."
"iPhone 11 Pro ","I had brought the same iPhone 11 Pro from kiss electronic Inc through Walmart. it was damaged. that’s why I returned that phone.
But when I ordered the same phone from kiss electronic inc through Amazon. I got a phone just like new. I found everything is okay. I don’t know why?"
"iPhone 11 Pro ","No funciona bien la cámara cuando abro la cámara empieza a temblar y ase un ruido estraño adentro voy a tener que regresarlo"
"iPhone 11 Pro ","Been using the 11 pro for the past week or since I've gotten it and everything works fine. Battery life is 97% and the only cosmetic defect I notice is a 1 cm long scratch near the bottom of the screen that is barely noticeable. It came with a screen protector already and a charger.

So far I'm batting 2/2 on Amazon Renewed and I look to be buying more products from them in the future. Prime shipping + 3 month return window is just too good a combo, especially with how easy Prime returns are if you have a Kohls nearby."
"iPhone 11 Pro ","Phone is in excellent “cosmetic” condition but no one can hear me on the other line of the phone. Can’t use a phone where no one can hear me 🤷🏽‍♀️ Returning"
"iPhone 11 Pro ","I’m not sure if I am out of my warranty date since it’s refurbished but there’s just some things that are not working as they should (sound) for the most part"
"iPhone 11 Pro ","This is my very first review ever. I was very skeptical about purchasing this device based on the mixed reviews. I want to say my phone is perfect looks brand new. I want to give it 5 stars. However, I am leaving only 4 due to the fact that the battery life is only 91%. I expected 95% or more."
"iPhone 11 Pro ","I feel like since I paid this much money for it, it could’ve been almost like new. My phones having problems with the touch screen . It’s either dragging(slow) or won’t work at all when I try and exit out of something etc. it’s not like I can send the phone back because this is all I have to communicate with families and friends during this stressful time, so what can I do about the screen being more up to date or working better when it comes to the touch.."
"iPhone 11 Pro ","Vida útil de batería 91%
Llegó con un cargador
No tengo ninguna queja.
Lo volvería a comprar sin ningún problema"
"iPhone 11 Pro ","El equipo está muy bien tiene buenas funciones no estaba dañado
Me encanto
Aun que no traía el cargador original funciona bien"
"iPhone 11 Pro ","Estabamos muy nerviosos de la compra pero todo resulto excelente estetica de 9.9 el celular. ningun rayon,
Todo lo que se menciona : cargador generico, cable generico, no bloqueado. y bateria con vida util de 86%
En general muy contentos con nuestra compra y recomendamos a el proveedor."
"iPhone 11 Pro ","I bought this iphone by mistake but the phone is perfect, i return the item and I get my money back, best seller thank you"
"iPhone 11 Pro ","Recibí el teléfono. Se ve en muy buenas condiciones, pero solo me llegó el teléfono y el cable. No recibí el enchufe"
"iPhone 11 Pro ","It works perfectly, but the outside has many imperfections."
"iPhone 11 Pro ","For the price of this phone i’d recommend it to anyone, especially refurbished. Runs and looks like it’s brand new, And there was no scratches at all!"
"iPhone 11 Pro ","It arrived very quickly, and it appeared to be a brand new product."
"iPhone 11 Pro ","I love the phone the camera system is amazing the phone is 512G I recommend
this phone I purchased 2 I will absolutely buy again"
"iPhone 11 Pro ","I ordered the midnight green iPhone 11 Pro. They delivered it three days earlier than they said they would deliver it. The phone looks great, and so far it well works very well. It came with a charger cord and adapter(not original apple cord or adapter but it works fine). I like how they sent it with a screen protector on the phone, but there is scratch like thing under it. The phone’s maximum battery capacity is 100%, which is more than I expected. Overall, I am very happy with the phone."
"iPhone 11 Pro ","No problems no issues. Charger works. Phone came in great conditions. Everything works. I’m happy 😊"
"iPhone 11 Pro ","Not what I had planned on from and iPhone 11"
"iPhone 11 Pro ","Great product for a good price"
"iPhone 11 Pro ","After getting my iPhone X wet on the lake this summer I was freaking out. I didn't want to purchased a new phone through my carrier and have the additional fees added to my bill. So I decided to do my research, and stumbled across this buyer. I was worried that the phone would come in pretty rough shape. To my surprise it came in very mint condition. I. was able to get the higher Gb iPhone at a fraction of the price. What's great about this company is its backed by a warrantee if anything is wrong with the phone just send it back. Needless. to say I'm really happy with my purchase."
"iPhone 11 Pro ","Bought this phone for my nephew. Initially the speaker was not working properly and my nephew tried to get it replaced but they didn't have the speaker and advised him to buy an ear pod to use with phone. He bought the ear pods and was using them. The phone started to make a noise each time he was on a call. The noise kept getting louder each time. I tried to get him to return the phone but he wanted to see I'd the noise would stop. He eventually went home to Jamaica with the phone. Now the phone is completely useless. It has overheated and stopped working and even damaged his Sim card.
They refuse to give us a refund and it's only been 2 months!"
"iPhone 11 Pro ","Good deal and amazing service!"
"iPhone 11 Pro ","Me agrado mucho la forma de atención al cliente.
Fue bien rápido el revolcó.👍👍👍👍👍👍"
"iPhone 11 Pro ","No problems at all, literally exactly the same experience as a brand new iPhone. Zero complaints. Came in two days. Easy to register to metro by T-Mobile, took 15 minutes."
"iPhone 11 Pro ","Arrived with 3 very small scratches on the screen that aren’t super noticeable but they are definitely there. Did not come with any of the original Apple packaging and the packaging that it did come in seemed insignificant for such a fragile and expensive device - thankfully it arrived undamaged but I would buy with caution. Otherwise, it seems to work as well as a new phone."
"iPhone 11 Pro ","Okay so the only reason I’m not rating this higher is that there are micro scratches in the top right portion of the screen, and while the seller makes no mention of condition on their product page it would’ve been nice to know what I was getting myself into. Other than that the phone is in near prestine condition on the body and back glass plus, it’s nothing a screen protector can’t cover"
"iPhone 11 Pro ","This phone was amazing. Was weary buying a refurbished phone but there was not a single scratch on the phone and it came in just 2 days after ordering it."
"iPhone 11 Pro ","Bought phone as a Christmas present for my wife. Phone ear speaker does not function properly. At max volume, you can bearly hear the speaker. Headphones and out-loud speaker is fine.

Wife is disappointed, we'll return it once we return from vacation."
"iPhone 11 Pro ","overall good product no issues"
"iPhone 11 Pro ","Buen producto ninguna falla ni detalle a la vista"
"iPhone 11 Pro ","The product for the most part was in mint condition. Face ID won’t let me set it up but other than that the product works great! Definitely great for the price."
"iPhone 11 Pro ","Bien empacado, trae cargador y cable generico, esteticamente perfecto, 100% funcional, bateria al 88% muy bien para el precio"
"iPhone 11 Pro ","It ordered two for me and my wife. I have Verizon and she has Sprint. It worked great for me but for her not so well. The first one she tried it wouldn’t activate and she took it to sprint and they flagged the phone as stolen because it had two IMEI numbers, I got it replaced through Amazon and it happened again so we had to return hers. Mine still works very well but it apparently does not work for sprint."
"iPhone 11 Pro ","Overall, great phone. My only issue with it is that the battery health came at 88%. Other than that, great purchase."
"iPhone 11 Pro ","As expected, no scratches ..looks new"
"iPhone 11 Pro ","The quality of the phone and space at this price, was a great deal."
"iPhone 11 Pro ","85% battery health"
"iPhone 11 Pro ","Buen equipo, protegido y serio en el envío"
"iPhone 11 Pro ","so far is good"
"iPhone 11 Pro ","Según lo descrito, estoy contento con el producto."
"iPhone 11 Pro ","Impressed with the great condition and physical appearance of the cellphone. Set up easy and almost seamless. Very pleased with this acquisition."
"iPhone 11 Pro ","The phone was in great shape. It came with a screen protector on it and when I took it off, the screen did have some very small scratches but with a new screen protector on, you can’t even see them. Remember - you are buying a REFURBISHED phone like the ad says."
"iPhone 11 Pro ","It takes time to get to use this iPhone compare to Android. And while learning and setting this iPhone the battery does not last more than half of the day"
"iPhone 11 Pro ","Really great purchase 🙌🏾 No issues so far"
"iPhone 11 Pro ","I was SUPER nervous purchasing the iPhone 11 Pro 512GB due to the reviews. However, I’m extremely happy I went with my gut feeling & brought it because the phone came with no scratches. It works & looks as if brand new. It’s completely unlocked (Carrier Lock: no SIMS restricted) and the battery health is at 96%. (Though once fully charge, I can go the whole day without charging it). I am very satisfied with this purchase."
"iPhone 11 Pro ","Very good"
"iPhone 11 Pro ","Battery life 84%.... NOT GOOD for the Price ... the iPhone it's in good shape except the battery
I brought it as a Christmas present to relatives in Brazil... I had to change the battery at Apple Store... very disappointed"
"iPhone 11 Pro ","Phone physically wise is fantastic. No cracks. That’s where it ends. The speakers are terrible quality. The phone screen was good but internally was botched. Had to pay $140 to get it fixed not even 24 hours in owning it. I ordered 2. Haven’t opened other but I will be hoping it isn’t the same deal. Just got a call, the audio is actually SUPER terrible and will have to be replaced. Will have to see if other phone I got is as terrible or if I simply got a sour apple"
"iPhone 11 Pro ","Battery level is at 100%, and is in mint condition, very happy. Excellent price and even better phone.
Came with charger and cable, no earpods.

Highly recommend

One thing to note; I purchase this in June (this phone was release around October) and Apple typically offers a 1 year warranty (which is transferable), which mean there should be a few months of warranty left but there isn't. Something to be aware of."
"iPhone 11 Pro ","I ordered green, I received the graphite color but I liked the color as well so I over looked that. Immediately, I noticed the speaker sounded blown out and very low. It’s only gotten worse. It sounds like my phone is under 20 blankets and coming from an Alien signal. I would return but I literally received this the day I was moving and I don’t know where I put the box. Next time I think I’ll just spend the extra money at the apple store."
"iPhone 11 Pro ","The Bluetooth wasn’t connecting"
"iPhone 11 Pro ","The iPhone showed up quickly and is in excellent condition. Absolutely no scratches, there was some sticky residue on one edge that cleaned off easily, and it already had a screen protector (former owners gift to me). The only negative at all was that the battery Maximum Capacity is already down to 90%, but that was expected and explained in the description. I purchased the Fully Unlocked phone and it works perfectly with AT&T so far. I would highly recommend as a great alternative to buying new."
"iPhone 11 Pro ","The phone came with a great (85%) charge, it does have a minor scratch on the screen but I dont notice it nor does it interfere with anything. My phone came with a cheap screen protector on it. I did remove that and put my own privacy screen protector on it. The set up to my cell phone provider was no problem and so far I have been very very happy with my Iphone 11 Pro."
"iPhone 11 Pro ","the screen i very scratched , battery capacity was ok"
"iPhone 11 Pro ","I love that it came with no scratches and the cameras are flawless. The battery health came at 100% too which is awesome!"
"iPhone 11 Pro ","good"
"iPhone 11 Pro ","iPhone 11 Pro
A+ Looks New. Works Perfect
No visible scratches or imperfections!
Will update accordingly if anything happens. It’s only been two days. Works flawlessly"
"iPhone 11 Pro ","No scratches or defects…. Glad I purchased"
"iPhone 11 Pro ","The phone came in a good condition, no scratches or damages. Battery life is good so far and the phone was unlocked as indicated in purchase details."
"iPhone 11 Pro ","Muy buena la compra , era mi primera vez comprando en línea y en esta plataforma sin embargo me precio una buena compra solo que tenía 84 por ciento de condición de batería. Del resto todo muy bien , el teléfono como tal está perfecto sin rayones. Me lo traje a Ecuador y funciona correcto todo, tanto SIM como el teléfono. Me vino una mica gratis con el cargador y el objeto de sacar el chip."
"iPhone 11 Pro ","799?! What a deal for 512gb, pro camera and a flawless phone with 100 percent battery health. I will never buy new iPhones again. I also bought a renewed MacBook Air from the same seller and it is flawless too. Never again will I buy new apple products. I returned my new iPhone 12 mini that cost 200 dollars more with no widescreen lens and terrible battery life.

Don’t think twice about renewed. Keep your money and get great tech that is indistinguishable from new."
"iPhone 11 Pro ","Lo unico es que vino con 86% de condicion de bateria de ahi todo perfecto"
"iPhone 11 Pro ","Tenia mucho desgaste en la parte de atras y rayas en la cámara"
"iPhone 11 Pro ","Good phone battery life could be better I’m purchasing another phone one for my son I think this time I’ll try one of Walmarts per owned phones"
"iPhone 11 Pro ","Its really just better than a Samsung or like android because its faster and way more sophisticated"
"iPhone 11 Pro ","Littler higher on price side but well maintained. Good quality without any defects ."
"iPhone 11 Pro ","Bought my 1st iPhone and it’s been amazing! Looks like brand new! So far, no issues! Very pleased!"
"iPhone 11 Pro ","Work good for few months then completely froze up"
"iPhone 11 Pro ","I bought this product as a work phone. Outside the camera not being as I would have expected(I’m not writing a review based on that) the phone showed up with scratch marks on it which were highly visible. It had one small dent that was minuscule. The battery life from the get go was worse than my iPhone XR. Overall everything else works as expected. I feel it deserves a 3-4 star. If returning it wasn’t such a hassle I would have and spent the extra money for a brand new phone."
"iPhone 11 Pro ","I would upload photos but I am way too lazy for that, but I would like to say the phone was in great condition. The battery health is at 97% you can't beat that! the phone works fine and I've had no complications at all."
"iPhone 11 Pro ","While there were no scratches or dings on the phone’s surface, there is definitely something wrong with the display. The colors have a bluish tone, and when turning the brightness down there are vertical lines all across the screen. That being said, 2 days in there have been no issues so far with phone functionality, battery life, camera, etc. I’m keeping it because I will probably be upgrading to the 13 anyway, but now that I’ve noticed the display flaws they are really difficult to ignore. If you are visually picky, or just on your phone a lot, I would shop somewhere else."
"iPhone 11 Pro ","WORKED PERFECTLY! 512 GB battery capacity was at 96% and there were zero scratches/cracks on the screen. Microphone worked as did bluetooth. Love it <3 now i can read fanfics without any storage or connection issues :>"
"iPhone 11 Pro ","I don’t need all the latest and greatest features, so I chose iPhone 11 renewed. As good as a new one, much less expensive,"
"iPhone 11 Pro ","Great Phone, everything was as described. No issues at all. Very pleased with my purchase"
"iPhone 11 Pro ","Arrived pretty fast and it came with no scratches! It also came with a charger. Im really happy with this iphone. I bought it for a really good price. Oh and it also came with a screen protector already placed on the screen :)"
"iPhone 11 Pro ","I never leave reviews, but this phone for the value was great. I was hesitant after reading some of the reviews. Yes this is a refurbished phone, but at an arms length it looks brand new. Works just like new too, so glad I took the chance and bought it. Battery was at 97% so more then enough life ! Small little scratch on the bottom of the screen, can’t even tell unless you are looking for it."
"iPhone 11 Pro ","Recibí el producto igual a nuevo!!!!
Excelente!!!!
Recomendable 100%"
"iPhone 11 Pro ","I thought it would be bigger"
"iPhone 11 Pro ","The phone is great , i got the color silver, it works great it has no problems, the cameras work amazing the phone is in good shape. But the sides of the phone has a bit of scratches but they are not too noticeable on my phone"
"iPhone 11 Pro ","Just as described. Glad I made this purchase, pleased customer."
"iPhone 11 Pro ","Phone was in excellent condition. First day battery overheated and has had inconsistent battery life since. Most days phone will last for whole day and a half with light usage, but if you’re using your phone significantly as I do for work then it’s less than a day for sure. Overall the product is a good, enjoy the camera quality and face recognition!"
"iPhone 11 Pro ","The phone came and looked brand new. Not a mark on it."
"iPhone 11 Pro ","The phone is perfect"
"iPhone 11 Pro ","I love the product only thing it’s small the only thing I dislike other than that I love it"
"iPhone 11 Pro ","Was worried with the reviews but this phone is flawless, had it for almost a couple weeks now. Came with a screen protector already on it so that was a plus (Might not be included for all of them). Aside from the packaging, I could hardly tell it’s not brand new. Battery was at 98% efficiency. I might be a little biased since I went from the 7 to 11 pro, but this is an awesome phone."
"iPhone 11 Pro ","I was very happy with my purchase. I received exactly what I ordered, an IPhone 11 Pro 64 GB in midnight green. The battery came in at 100% which was awesome! The two negatives were the screen had a few scratches, one very noticeable the others not bad. Second is the box came in slightly crushed, thankfully everything was ok. Shipping was fast and even came a day early."
"iPhone 11 Pro ","Product is great. Seller BuySPRY didn't drop this item in the mail for 2 weeks. Amazon automatically sent me notifications titled 'your item may be lost'. The tracking number was created within 2 days of making the purchase, but only after I contacted the seller twice for a refund did they finally drop it off at a post office. (Yes, they sent by USPS...who still does that?)

Product is great, as advertised, refurbed and not in original box, but I didn't buy the box, I bought the phone. Its genuine, and relatively flawless. 5 stars for product. 1 star for seller."
"iPhone 11 Pro ","Works great haven’t got any issue. Definitely recommended"
"iPhone 11 Pro ","Listed as expected came with one little scratch near the top of the phone other than that 90% battery life expectancy clean phone unlocked and buy a real charger don’t use the one it comes with"
"iPhone 11 Pro ","Thanks for the product
Really, a good item, battery life is 99%."
"iPhone 11 Pro ","Speaker not working properly unless i turn it to loud on the touch screen."
"iPhone 11 Pro ","The condition of your phone will depend on the seller. My seller, BuySpry, provided me with a nearly mint condition device. Except for some extremely faint scratches on the edges the phone was perfect. At the time of this review the 11 pro is also a relatively new device so, most of the renewed products should be decent. The iPhone I received even had 5 months of AppleCare left.

YMMV. I was fully expecting to receive a phone with ""minimal"" defects as opposed to the near mint one I actually received. Basically, you should expect to receive a product based on the description."
"iPhone 11 Pro ","Phone is extremely delicate. Scratches easily. Other than that it’s ok."
"iPhone 11 Pro ","You never know when you buy used what you’re going to get. However I was pleasantly surprised at the quality of iPhone I received! And you can’t beat it for the price."
"iPhone 11 Pro ","I love my IPhone 11 Pro"
"iPhone 11 Pro ","Apple iPhone 11 Pro, 512GB, Silver - Fully Unlocked (Renewed), Final Price after discount was $899 purchased on Aug 14, 2020. I have some hesitation before buying but Now I can say that, this was the best deal I ever had. Seller shipped the item fast and I received the phone before time. This phone was in very good condition and it was like new only, No scratch or dent on the body. Box contain a compatible charger (Not original apple charger). Seller will give a proper instruction in the box if you want to return the item."
"iPhone 11 Pro ","The media could not be loaded."
"iPhone 11 Pro ","Bought this and it came nice! No cosmetic issues at all! No scratches, battery life was over 90 and it came with a screen protector. Everything works like it should."
"iPhone 11 Pro ","Just received my phone, I’m very happy. The Phone is basically new and 100% battery life. Thank you so much!"
"iPhone 11 Pro ","delivered on time, phone came exactly as described, no scratches whatsoever, battery was at 97%, everything was perfect and I truly recommend, especially with the price!! will be buying renewed premium from now on!!"
"iPhone 11 Pro ","Works and looks like it's brand new"
"iPhone 11 Pro ","Very happy with purchase."
"iPhone 11 Pro ","Works perfect. Thank you..."
"iPhone 11 Pro ","Exceeded all expectations, condition of device was seemingly brand new."
"iPhone 11 Pro ","The media could not be loaded.
 Great Phone. Virtually no sign of scratches or used either in the front or rear. Good as New I did not connect to any cellular network. Besides that I tested the camera and other features all working just fine. For $655 it must a good refurbished ND it was."
"iPhone 11 Pro "," Great Phone. Virtually no sign of scratches or used either in the front or rear. Good as New I did not connect to any cellular network. Besides that I tested the camera and other features all working just fine. For $655 it must a good refurbished ND it was."
"iPhone 11 Pro ","The media could not be loaded."
"iPhone 11 Pro ","The iphone is the best i ever had, it arrived on time (no, even better, it came a day earlier!). Everything works perfectly and the battery is 100% so this is the best deal ever. Thank you!!!"
"iPhone 11 Pro ","Device is having th problem , where it didn't pick up the calls . Product is not good."
"iPhone 11 Pro ","Bought a renewed phone Fulfilled by Amazon, and sold by BuySpry. Received it and it looked great. Then during setup discovered the ""TruDepth Camera is deactivated."" After an hour of my own troubleshooting and an hour with Amazon/Apple tech support, I was sent to the Apple Store. There I was told this phone's history says this issue has existed since at least 4 months prior to my purchase. So this was a known issue that they sold as ""works like new"". Without the TrueDepth camera you can't use Face ID.Neither Amazon nor BuySpry was willing to replace the phone, I had to purchase a different one and request a refund for this one. Now I have to pay more for the next phone and I'm out all the time I spent trying to resolve this issue. Hopefully the next purchase goes better.The moral of the story is, read through the reviews, BuySpry appears to have a history of selling defective phones in this listing. Make sure you buy from a different seller."
"iPhone 11 Pro ","El teléfono lo traje a Ecuador, llego en un paquete que obvio no es la caja original, estuvo en óptimas condiciones, llegó con protector de pantalla y un cargador.En serio les recomiendo a este vendedor."
"iPhone 11 Pro ","devolvi el celular porque no me servia y no me devuelven mi dinero.hice reclamo telefonico yme dijeron 14 dias y ya pasaron 15 , hoy reclame por chat y me dijeron que en 15 dias mas. nadie me dice el porque , no saben que paso y solo piden disculpas y que no pueden hacer nada.no entiendo para que ponen gente a atender reclamos si no tienen herramientas de solucion a dichos reclamos. todo lindo para recibir dinero y un desastre para solucionar un problema, no recomiendo comprar por amazon, me siento robado y estafado"
"iPhone 11 Pro ","A lot of small screeching.. will return."
"iPhone 11 Pro ","This phone was in pristine condition and I’m typing on it now. The battery life is great so far, it was the perfect size for me and I hope it lasts me a long time! I use straight talk and picked a Verizon chip and so far so good! Very easy to set up. Great product! Only complaint is the shipping through USPS, and would recommend another option as my phone was a little late getting here."
"iPhone 11 Pro ","No scratches or flaws! Came with a screen protector installed. Battery life at 97% Came a few days sooner than expected."
"iPhone 11 Pro ","I liked the fact mine as perfectly fine, no icloud lock, face id is working, no scratches not cracks on the back nor front, good speakers and mic and over all amazing. the battery life is at 86 which isnt so bad for its price but i was a bit skeptical since the reviews werent the best but its mostly based off luck i guess"
"iPhone 11 Pro ","No discrepancy in description. Well packaged and very clean."
"iPhone 11 Pro ","I’m a product design engineer as 20 years of experience. I agree with the overall quality level of the product. And I would like to recommend this choice of ‘Renewed Premium’ for others."
"iPhone 11 Pro ","Phone is in good cosmetic condition and generally works well, but the sound is AWFUL. From calls to podcasts to music to ringtones, it sounds muffled, scratchy and tinny. For calls, it doesn’t matter if it’s on speaker or not. I thought it might have been my case covering the speaker, but have the same issue when the case is off. This is my second subpar refurbished phone purchase from Amazon (first from this seller). Lesson learned."
"iPhone 11 Pro ","Good product at a good cost"
"iPhone 11 Pro ","Complete!! Great condition"
"iPhone 11 Pro ","Great phone. I just don’t understand why this phone came with small scratches on it. (Right where the camera is located on the front of the phone) Wanted to return it, but I need a phone for work..."
"iPhone 11 Pro ","El celular empezó funcionando bien y luego presento fallas en su funcionamiento."
"iPhone 11 Pro ","Todo excelente con excepción de la batería, sin embargo está por encima del 80% tal y como establece el sitio"
"iPhone 11 Pro ","Shipping was quick, no cracks or blemishes that I've noticed so far and my SIM card worked fine and transferred over with no problem. It didn't come in the original box or with original chargers, but it did have a screen protector on it."
"iPhone 11 Pro ","I’m enjoying the phone so far no problems I’ll update my review if something goes wrong"
"iPhone 11 Pro ","The screen came with two noticeable scratches. It was difficult to see them with the screen protector but as soon as I took off them, it was very easy to see and it is still clear when the screen is on. Very disappointed with this purchase. If you order one, please make sure to check the screen."
